食堂,楼层,窗口,餐品,场景状态,形态偏好,口味感受,忌口,预算,备注,
一食堂,三楼,鸡柳大人,鸡柳薯条（大份）,快点吃,小吃,咸香,,16,,
一食堂,三楼,鸡柳大人,鸡柳薯条（特大份）,快点吃,小吃,咸香,,20,,
一食堂,三楼,鸡柳大人,年糕薯条（中份）,快点吃,小吃,咸香,,13,,
一食堂,三楼,鸡柳大人,年糕薯条（大份）,快点吃,小吃,咸香,,16,,
一食堂,三楼,鸡柳大人,年糕薯条（特大份）,快点吃,小吃,咸香,,20,,
一食堂,三楼,鸡柳大人,鸡柳年糕薯条（中份）,快点吃,小吃,咸香,,13,,
一食堂,三楼,鸡柳大人,鸡柳年糕薯条（大份）,快点吃,小吃,咸香,,16,,
一食堂,三楼,鸡柳大人,鸡柳年糕薯条（特大份）,快点吃,小吃,咸香,,20,,
一食堂,三楼,鸡柳大人,香辣鸡排堡（2 个）,快点吃,汉堡,香辣,,12.8,,
一食堂,三楼,鸡柳大人,鸡腿堡 + 可乐 + 上校鸡块,快点吃,套餐,咸香,,15.8,,
一食堂,三楼,鸡柳大人,鸡排堡 + 鸡块,快点吃,套餐,咸香,,13.8,,
一食堂,三楼,鸡柳大人,鸡排堡 + 鸡腿,快点吃,套餐,咸香,,14.8,,
一食堂,三楼,鸡柳大人,鸡肉堡 + 可乐 + 上校鸡块 + 鸡米花,快点吃,套餐,咸香,,19.8,,
一食堂,三楼,鸡柳大人,鸡腿堡 + 可乐 + 薯条,快点吃,套餐,咸香,,15.8,,
一食堂,三楼,鸡柳大人,鸡腿堡,快点吃,汉堡,咸香,,8,,
一食堂,三楼,鸡柳大人,鸡排堡,快点吃,汉堡,咸香,,8,,
一食堂,三楼,鸡柳大人,鸡肉堡,快点吃,汉堡,咸香,,8,,
一食堂,三楼,鸡柳大人,牛肉堡,快点吃,汉堡,咸香,,10,,
一食堂,三楼,鸡柳大人,深海鳕鱼堡,快点吃,汉堡,咸鲜,,9,,
一食堂,三楼,鸡柳大人,鸡米花,快点吃,小吃,咸香,,6,,
一食堂,三楼,鸡柳大人,香芋地瓜丸,快点吃,小吃,甜脆,,5,,
一食堂,三楼,鸡柳大人,骨肉相连,快点吃,小吃,咸香,,3,,
一食堂,三楼,鸡柳大人,鸡翅,快点吃,小吃,咸香,,8,,
一食堂,三楼,鸡柳大人,上校鸡块,快点吃,小吃,咸香,,6,,
一食堂,三楼,鸡柳大人,薯条,快点吃,小吃,咸香,,6,,
一食堂,三楼,鸡柳大人,翅根,快点吃,小吃,咸香,,5,,
一食堂,三楼,鸡柳大人,爆浆芝士球,快点吃,小吃,咸香,,2,,
一食堂,三楼,鸡柳大人,可乐,快点吃,饮品,甜润,,4,,
一食堂,三楼,鸡柳大人,雪花鸡排,快点吃,小吃,咸香,,10,,
一食堂,三楼,鸡柳大人,无骨鸡块,快点吃,小吃,咸香,,3,,
一食堂,三楼,鸡柳大人,蜜汁鸡锁骨,快点吃,小吃,蜜汁味,,14,,
一食堂,三楼,铁锅炖,香辣地锅鸡,不限制,煲类,香辣,,16,,
一食堂,三楼,铁锅炖,香辣地锅肉沫茄子,不限制,煲类,香辣,,13,,
一食堂,三楼,铁锅炖,香辣地锅肉沫粉丝,不限制,煲类,香辣,,13,,
一食堂,三楼,铁锅炖,香辣地锅肉片,不限制,煲类,香辣,,14,,
一食堂,三楼,铁锅炖,香辣地锅小酥肉,不限制,煲类,香辣,,15,,
一食堂,三楼,铁锅炖,香辣地锅烤肉,不限制,煲类,香辣,,16,,
一食堂,三楼,铁锅炖,香辣地锅红烧肉,不限制,煲类,香辣,,17,,
一食堂,三楼,铁锅炖,香辣地锅肥肠鸡,不限制,煲类,香辣,,18,,
一食堂,三楼,铁锅炖,香辣地锅肥肠,不限制,煲类,香辣,,20,,
一食堂,三楼,铁锅炖,酱香地锅小酥肉,不限制,煲类,酱香,,15,,
一食堂,三楼,铁锅炖,酱香地锅肉沫茄子,不限制,煲类,酱香,,13,,
一食堂,三楼,铁锅炖,酱香地锅肉片,不限制,煲类,酱香,,14,,
一食堂,三楼,铁锅炖,招牌酱香地锅鸡,不限制,煲类,酱香,,16,,
一食堂,三楼,铁锅炖,酱香地锅红烧肉,不限制,煲类,酱香,,17,,
一食堂,三楼,铁锅炖,酱香地锅烤肉,不限制,煲类,酱香,,16,,
一食堂,三楼,铁锅炖,酸菜地锅肉片,不限制,煲类,酸辣,,14,,
一食堂,三楼,铁锅炖,酸菜地锅小酥肉,不限制,煲类,酸辣,,15,,
一食堂,三楼,铁锅炖,酸菜地锅鸡,不限制,煲类,酸辣,,16,,
一食堂,三楼,铁锅炖,酸菜地锅烤肉,不限制,煲类,酸辣,,16,,
一食堂,三楼,铁锅炖,酸菜地锅红烧肉,不限制,煲类,酸辣,,17,,
一食堂,三楼,铁锅炖,酸菜地锅肥肠鸡,不限制,煲类,酸辣,,18,,
一食堂,三楼,铁锅炖,酸菜地锅肥肠,不限制,煲类,酸辣,,20,,
一食堂,三楼,鸡捞面手拍粉,原味清汤面,不限制,面食,咸鲜,,8,,
一食堂,三楼,鸡捞面手拍粉,鸡蛋炸酱面,不限制,面食,咸香,,9,,
一食堂,三楼,鸡捞面手拍粉,肉沫酸豆角拌面 / 汤面,不限制,面食,酸辣,,11,,
一食堂,三楼,鸡捞面手拍粉,肉沫酸菜拌面 / 汤面,不限制,面食,酸辣,,11,,
一食堂,三楼,鸡捞面手拍粉,肉沫炸酱面,不限制,面食,咸香,,13,,
一食堂,三楼,鸡捞面手拍粉,混合炸酱面,不限制,面食,咸香,,13,,
一食堂,三楼,鸡捞面手拍粉,麻酱拌面,不限制,面食,麻酱味,,13,,
一食堂,三楼,鸡捞面手拍粉,爆款羊杂捞面,不限制,面食,咸香,,13,,
一食堂,三楼,鸡捞面手拍粉,招牌鸡捞汤面,不限制,面食,咸香,,13,,
一食堂,三楼,鸡捞面手拍粉,特色咸蛋黄拌面,不限制,面食,咸香,,13,,
一食堂,三楼,鸡捞面手拍粉,青菜肉酱手拍粉 / 面,不限制,粉面类,咸香,,12,,
一食堂,三楼,鸡捞面手拍粉,菌类手拍粉 / 面,不限制,粉面类,咸鲜,,14,,
一食堂,三楼,鸡捞面手拍粉,鹌鹑蛋手拍粉 / 面,不限制,粉面类,咸鲜,,14,,
一食堂,三楼,鸡捞面手拍粉,火腿手拍粉 / 面,不限制,粉面类,咸香,,14,,
一食堂,三楼,鸡捞面手拍粉,亲亲肠手拍粉 / 面,不限制,粉面类,咸香,,14,,
一食堂,三楼,鸡捞面手拍粉,蟹棒手拍粉 / 面,不限制,粉面类,咸鲜,,14,,
一食堂,三楼,鸡捞面手拍粉,鱼豆腐手拍粉 / 面,不限制,粉面类,咸鲜,,14,,
一食堂,三楼,鸡捞面手拍粉,墨鱼丸手拍粉 / 面,不限制,粉面类,咸鲜,,14,,
一食堂,三楼,鸡捞面手拍粉,甜肠手拍粉 / 面,不限制,粉面类,咸香,,14,,
一食堂,三楼,鸡捞面手拍粉,虾丸手拍粉 / 面,不限制,粉面类,咸鲜,,16,,
一食堂,三楼,鸡捞面手拍粉,撒尿牛丸手拍粉 / 面,不限制,粉面类,咸鲜,,16,,
一食堂,三楼,鸡捞面手拍粉,全家福手拍粉 / 面,不限制,粉面类,多样,,16,,
一食堂,三楼,鸡捞面手拍粉,肥牛手拍粉 / 面,不限制,粉面类,咸香,,18,,
一食堂,三楼,鸡捞面手拍粉,大虾手拍粉 / 面,不限制,粉面类,咸鲜,,18,,
一食堂,三楼,套餐饭,豉汁娃娃菜,快点吃,炒菜,咸鲜,,4,,
一食堂,三楼,套餐饭,东北地三鲜,快点吃,炒菜,咸香,,6,,
一食堂,三楼,套餐饭,蛋黄焗地瓜,快点吃,炒菜,咸香,,8,,
一食堂,三楼,套餐饭,西红柿鸡蛋,快点吃,炒菜,酸甜,,6,,
一食堂,三楼,套餐饭,新荷塘小炒,快点吃,炒菜,咸鲜,,6,,
一食堂,三楼,套餐饭,农家一碗香,快点吃,炒菜,咸香,,8,,
一食堂,三楼,套餐饭,干锅有机花菜,快点吃,炒菜,香辣,,8,,
一食堂,三楼,套餐饭,酱香肉沫茄子,快点吃,炒菜,酱香,,8,,
一食堂,三楼,套餐饭,肉沫豉香蒸蛋,快点吃,蒸菜,咸香,,8,,
一食堂,三楼,套餐饭,干锅千页豆腐,快点吃,炒菜,香辣,,6,,
一食堂,三楼,套餐饭,东北锅包肉,快点吃,炒菜,酸甜,,9,,
一食堂,三楼,套餐饭,豉香干锅鸭,快点吃,炒菜,香辣,,9,,
一食堂,三楼,套餐饭,干煸辣子鸡,快点吃,炒菜,香辣,,10,,
一食堂,三楼,套餐饭,椒麻口水鸡,快点吃,凉菜,椒麻味,,10,,
一食堂,三楼,套餐饭,可乐鸡翅根,快点吃,炒菜,咸甜,,4,,
一食堂,三楼,套餐饭,麻辣水煮肉,快点吃,炒菜,麻辣,,10,,
一食堂,三楼,套餐饭,清新炒虾仁,快点吃,炒菜,咸鲜,,14,,
一食堂,三楼,套餐饭,临沂小炒鸡,快点吃,炒菜,香辣,,10,,
一食堂,三楼,套餐饭,烧烤小炒肉,快点吃,炒菜,烧烤味,,12,,
一食堂,三楼,套餐饭,红烧肉焖蛋,快点吃,炒菜,酱香,,12,,
一食堂,三楼,烤鱼饭滑蛋饭,豆花烤鱼饭,不限制,套饭,多样,,16,,
一食堂,三楼,烤鱼饭滑蛋饭,煎蛋烤鱼饭,不限制,套饭,多样,,16,,
一食堂,三楼,烤鱼饭滑蛋饭,年糕烤鱼饭,不限制,套饭,多样,,16,,
一食堂,三楼,烤鱼饭滑蛋饭,泡面烤鱼饭,不限制,套饭,多样,,16,,
一食堂,三楼,烤鱼饭滑蛋饭,莲藕烤鱼饭,不限制,套饭,多样,,16,,
一食堂,三楼,烤鱼饭滑蛋饭,土豆粉烤鱼饭,不限制,套饭,多样,,16,,
一食堂,三楼,烤鱼饭滑蛋饭,小酥肉烤鱼饭,不限制,套饭,多样,,18,,
一食堂,三楼,烤鱼饭滑蛋饭,全家福丸烤鱼,不限制,套饭,多样,,18,,
一食堂,三楼,烤鱼饭滑蛋饭,吸汁炸蛋烤鱼饭,不限制,套饭,多样,,18,,
一食堂,三楼,烤鱼饭滑蛋饭,奥尔良鸡柳烤鱼饭,不限制,套饭,多样,,18,,
一食堂,三楼,烤鱼饭滑蛋饭,加泡面,不限制,加菜,多样,,2,,
一食堂,三楼,烤鱼饭滑蛋饭,加煎蛋,不限制,加菜,多样,,2,,
一食堂,三楼,烤鱼饭滑蛋饭,加豆花,不限制,加菜,多样,,2,,
一食堂,三楼,烤鱼饭滑蛋饭,加什锦菜,不限制,加菜,多样,,2,,
一食堂,三楼,烤鱼饭滑蛋饭,加土豆粉,不限制,加菜,多样,,2,,
一食堂,三楼,烤鱼饭滑蛋饭,加小酥肉,不限制,加菜,多样,,4,,
一食堂,三楼,烤鱼饭滑蛋饭,加大炸蛋,不限制,加菜,多样,,4,,
一食堂,三楼,烤鱼饭滑蛋饭,加奥尔良,不限制,加菜,多样,,4,,
一食堂,三楼,烤鱼饭滑蛋饭,加全家福,不限制,加菜,多样,,4,,
一食堂,三楼,烤鱼饭滑蛋饭,加份鱼,不限制,加菜,多样,,10,,
一食堂,三楼,烤鱼饭滑蛋饭,麻辣肉沫手擀粉,不限制,面食,麻辣,,13,,
一食堂,三楼,烤鱼饭滑蛋饭,酸菜肉沫手擀粉,不限制,面食,酸辣,,13,,
一食堂,三楼,烤鱼饭滑蛋饭,番茄肉沫手擀粉,不限制,面食,酸辣,,13,,
一食堂,三楼,烤鱼饭滑蛋饭,招牌肥肠鸡米饭,不限制,套饭,多样,,18,,
一食堂,三楼,烤鱼饭滑蛋饭,经典麻辣水煮鱼,不限制,套饭,麻辣,,18,,
一食堂,三楼,烤鱼饭滑蛋饭,泡椒酸菜水煮鱼,不限制,套饭,酸辣,,18,,
一食堂,三楼,烤鱼饭滑蛋饭,青柠番茄水煮鱼,不限制,套饭,酸甜,,18,,
一食堂,三楼,烤鱼饭滑蛋饭,麻辣水煮肉片饭,不限制,套饭,麻辣,,15,,
一食堂,三楼,烤鱼饭滑蛋饭,酸菜水煮肉片饭,不限制,套饭,酸辣,,15,,
一食堂,三楼,烤鱼饭滑蛋饭,番茄水煮肉片饭,不限制,套饭,酸甜,,15,,
一食堂,三楼,烤鱼饭滑蛋饭,麻辣豆花酥肉锅,不限制,煲类,麻辣,,15,,
一食堂,三楼,烤鱼饭滑蛋饭,酸菜豆花酥肉锅,不限制,煲类,酸辣,,15,,
一食堂,三楼,烤鱼饭滑蛋饭,番茄豆花酥肉锅,不限制,煲类,酸甜,,15,,
一食堂,三楼,烤鱼饭滑蛋饭,鸡肉火腿滑蛋饭,不限制,盖饭,多样,,11,,
一食堂,三楼,烤鱼饭滑蛋饭,渣渣肉沫滑蛋饭,不限制,盖饭,多样,,11,,
一食堂,三楼,烤鱼饭滑蛋饭,奥尔良鸡柳滑蛋饭,不限制,盖饭,多样,,12,,
一食堂,三楼,烤鱼饭滑蛋饭,全家福丸滑蛋饭,不限制,盖饭,多样,,12,,
一食堂,三楼,烤鱼饭滑蛋饭,炸小酥肉滑蛋饭,不限制,盖饭,多样,,14,,
一食堂,三楼,烤鱼饭滑蛋饭,小炒猪肉滑蛋饭,不限制,盖饭,多样,,14,,
一食堂,三楼,烤鱼饭滑蛋饭,鲜汁牛肉滑蛋饭,不限制,盖饭,多样,,17,,
一食堂,三楼,烤鱼饭滑蛋饭,至尊虾仁滑蛋饭,不限制,盖饭,多样,,17,,
一食堂,三楼,卤肉饭,鸭腿饭,不限制,盖饭,卤香,,15,,
一食堂,三楼,卤肉饭,奥尔良腿排饭,不限制,盖饭,奥尔良味,,15,,
一食堂,三楼,卤肉饭,脆皮鸡肉饭,不限制,盖饭,咸香,,15,,
一食堂,三楼,卤肉饭,肘子饭,不限制,盖饭,酱香,,18,,
一食堂,三楼,卤肉饭,椒盐猪头肉饭,不限制,盖饭,椒盐味,,17,,
一食堂,三楼,卤肉饭,五花肉饭,不限制,盖饭,咸香,,18,,
一食堂,三楼,卤肉饭,莲藕饭,不限制,盖饭,咸鲜,,10,,
一食堂,三楼,卤肉饭,卤肉饭,不限制,盖饭,卤香,,17,,
一食堂,三楼,卤肉饭,大鸡腿饭,不限制,盖饭,咸香,,16,,
一食堂,三楼,卤肉饭,大鸡排饭,不限制,盖饭,咸香,,15,,
一食堂,三楼,卤肉饭,猪耳饭,不限制,盖饭,卤香,,20,,
一食堂,三楼,卤肉饭,椒麻肉丝饭,不限制,盖饭,椒麻味,,16,,
一食堂,三楼,卤肉饭,豆干饭,不限制,盖饭,咸鲜,,10,,
一食堂,三楼,卤肉饭,椒麻牛肉饭,不限制,盖饭,椒麻味,,20,,
一食堂,三楼,卤肉饭,猪蹄筋饭,不限制,盖饭,酱香,,20,,
一食堂,三楼,卤肉饭,肉肠饭,不限制,盖饭,咸香,,12,,
一食堂,三楼,卤肉饭,卤蛋,不限制,加菜,卤香,,2,,
一食堂,三楼,卤肉饭,莲藕,不限制,加菜,咸鲜,,2,,
一食堂,三楼,卤肉饭,肉肠,不限制,加菜,咸香,,3,,
一食堂,三楼,卤肉饭,卤豆干,不限制,加菜,卤香,,3,,
一食堂,三楼,卤肉饭,脆皮鸡,不限制,加菜,咸香,,10,,
一食堂,三楼,卤肉饭,卤鸭腿,不限制,加菜,卤香,,10,,
一食堂,三楼,卤肉饭,大鸡排,不限制,加菜,咸香,,12,,
一食堂,三楼,卤肉饭,大鸡腿,不限制,加菜,咸香,,12,,
一食堂,三楼,小锅猪肚鸡,招牌原味猪肚鸡,不限制,汤锅类,咸鲜,,15,,
一食堂,三楼,小锅猪肚鸡,鲜香香辣猪肚鸡,不限制,汤锅类,香辣,,15,,
一食堂,三楼,小锅猪肚鸡,老坛酸菜猪肚鸡,不限制,汤锅类,酸辣,,15,,
一食堂,三楼,小锅猪肚鸡,川湘麻辣猪肚鸡,不限制,汤锅类,麻辣,,15,,
一食堂,三楼,小锅猪肚鸡,爆款酸辣猪肚鸡,不限制,汤锅类,酸辣,,15,,
一食堂,三楼,小锅猪肚鸡,清新柠檬猪肚鸡,不限制,汤锅类,酸甜,,15,,
一食堂,三楼,小锅猪肚鸡,可爱番茄猪肚鸡,不限制,汤锅类,酸甜,,15,,
一食堂,三楼,小锅猪肚鸡,爽口藤椒猪肚鸡,不限制,汤锅类,藤椒味,,15,,
一食堂,三楼,小锅猪肚鸡,原味钵钵鸡,不限制,汤锅类,咸鲜,,14,,
一食堂,三楼,小锅猪肚鸡,香辣钵钵鸡,不限制,汤锅类,香辣,,14,,
一食堂,三楼,小锅猪肚鸡,酸菜钵钵鸡,不限制,汤锅类,酸辣,,14,,
一食堂,三楼,小锅猪肚鸡,麻辣钵钵鸡,不限制,汤锅类,麻辣,,14,,
一食堂,三楼,小锅猪肚鸡,酸辣钵钵鸡,不限制,汤锅类,酸辣,,14,,
一食堂,三楼,小锅猪肚鸡,柠檬钵钵鸡,不限制,汤锅类,酸甜,,14,,
一食堂,三楼,小锅猪肚鸡,番茄钵钵鸡,不限制,汤锅类,酸甜,,14,,
一食堂,三楼,小锅猪肚鸡,藤椒钵钵鸡,不限制,汤锅类,藤椒味,,14,,
一食堂,三楼,小锅猪肚鸡,老坛酸菜鱼,不限制,汤锅类,酸辣,,19,,
一食堂,三楼,小锅猪肚鸡,清爽藤椒鱼,不限制,汤锅类,藤椒味,,19,,
一食堂,三楼,小锅猪肚鸡,果味柠檬鱼,不限制,汤锅类,酸甜,,19,,
一食堂,三楼,小锅猪肚鸡,曼妙番茄鱼,不限制,汤锅类,酸甜,,19,,
一食堂,三楼,小锅猪肚鸡,鲜香香辣鱼,不限制,汤锅类,香辣,,19,,
一食堂,三楼,小锅猪肚鸡,金汤酸辣鱼,不限制,汤锅类,酸辣,,19,,
一食堂,三楼,小锅猪肚鸡,川味麻麻鱼,不限制,汤锅类,麻辣,,19,,
一食堂,三楼,小锅猪肚鸡,番茄肥牛,不限制,汤锅类,酸甜,,20,,
一食堂,三楼,小锅猪肚鸡,藤椒肥牛,不限制,汤锅类,麻辣,,20,,
一食堂,三楼,小锅猪肚鸡,麻辣肥牛,不限制,汤锅类,麻辣,,20,,
一食堂,三楼,小锅猪肚鸡,金汤肥牛,不限制,汤锅类,酸辣,,20,,
一食堂,三楼,小锅猪肚鸡,鸡汤小酥肉,不限制,汤锅类,咸鲜,,17,,
一食堂,三楼,小锅猪肚鸡,鸡汤素菜煲,不限制,汤锅类,咸鲜,,12,,
一食堂,三楼,小锅猪肚鸡,鸡汤肉片,不限制,汤锅类,咸鲜,,15,,
一食堂,三楼,小锅猪肚鸡,娃娃菜,不限制,加菜,咸鲜,,3,,
一食堂,三楼,小锅猪肚鸡,豆皮,不限制,加菜,咸鲜,,3,,
一食堂,三楼,小锅猪肚鸡,金针菇,不限制,加菜,咸鲜,,3,,
一食堂,三楼,小锅猪肚鸡,小青菜,不限制,加菜,咸鲜,,3,,
一食堂,三楼,小锅猪肚鸡,龙口粉丝,不限制,加菜,咸鲜,,3,,
一食堂,三楼,小锅猪肚鸡,宽粉,不限制,加菜,咸鲜,,3,,
一食堂,三楼,小锅猪肚鸡,鱼豆腐,不限制,加菜,咸鲜,,3,,
一食堂,三楼,小锅猪肚鸡,亲亲肠,不限制,加菜,咸香,,5,,
一食堂,三楼,小锅猪肚鸡,肉片,不限制,加菜,咸鲜,,6,,
一食堂,三楼,小锅猪肚鸡,小酥肉,不限制,加菜,咸香,,6,,
一食堂,三楼,小锅猪肚鸡,龙虾球,不限制,加菜,咸鲜,,6,,
一食堂,三楼,砂锅米线螺蛳粉,砂锅粉,不限制,粉类,多样,,14,,
一食堂,三楼,砂锅米线螺蛳粉,原味螺蛳粉,不限制,粉类,酸辣,,12,,
一食堂,三楼,砂锅米线螺蛳粉,招牌螺蛳粉,不限制,粉类,酸辣,,16,,
一食堂,三楼,砂锅米线螺蛳粉,干拌螺蛳粉,不限制,粉类,酸辣,,16,,
一食堂,三楼,砂锅米线螺蛳粉,腊肠,不限制,加菜,咸香,,4,,
一食堂,三楼,砂锅米线螺蛳粉,腐竹,不限制,加菜,咸鲜,,3,,
一食堂,三楼,砂锅米线螺蛳粉,炸蛋,不限制,加菜,香脆,,3,,
一食堂,三楼,砂锅米线螺蛳粉,卤蛋,不限制,加菜,卤香,,2,,
一食堂,三楼,砂锅米线螺蛳粉,鸡爪,不限制,加菜,卤香,,5,,
一食堂,三楼,砂锅米线螺蛳粉,原味烤肠,不限制,加菜,咸香,,5,,
一食堂,三楼,砂锅米线螺蛳粉,黑椒烤肠,不限制,加菜,黑椒味,,5,,
清真食堂,一楼,牛掌柜盖码饭窗口,叉烧烧香饭,快点吃,盖码饭（米饭类）,鲜香可口,,14,,
清真食堂,一楼,牛掌柜盖码饭窗口,咖喱土豆饭,快点吃,盖码饭（米饭类）,咖喱风味浓郁,,11,,
清真食堂,一楼,牛掌柜盖码饭窗口,梅菜蒸鸡丁饭,快点吃,盖码饭（米饭类）,咸香下饭,,14,,
清真食堂,一楼,牛掌柜盖码饭窗口,浓香鸡腿饭,快点吃,盖码饭（米饭类）,鸡腿鲜嫩、口味醇厚,,14,,
清真食堂,一楼,牛掌柜盖码饭窗口,牛肉茄子饭,快点吃,盖码饭（米饭类）,酱香入味、荤素搭配,,16,,
清真食堂,一楼,牛掌柜盖码饭窗口,咖喱牛肉饭,快点吃,盖码饭（米饭类）,咖喱浓郁、牛肉软烂,,15,,
清真食堂,一楼,牛掌柜盖码饭窗口,蜜汁鸡腿拼茄子饭,快点吃,盖码饭（米饭类）,鸡腿香甜、茄子软嫩,,14,,
清真食堂,一楼,牛掌柜盖码饭窗口,椒麻鸡块饭,快点吃,盖码饭（米饭类）,椒麻鲜香、鸡块爽嫩,,14,,
清真食堂,一楼,牛掌柜盖码饭窗口,蜜汁鸡拼茄子饭,快点吃,盖码饭（米饭类）,香甜可口、荤素搭配,,14,,
清真食堂,一楼,牛掌柜盖码饭窗口,浓香鸡拼茄子饭,快点吃,盖码饭（米饭类）,香味浓郁、口感丰富,,14,,
清真食堂,一楼,牛掌柜盖码饭窗口,可乐小鸡腿饭,快点吃,盖码饭（米饭类）,可乐甜香、鸡腿软嫩,,15,,
清真食堂,一楼,牛掌柜盖码饭窗口,咖喱鸡肉饭,快点吃,盖码饭（米饭类）,咖喱清香、鸡肉滑嫩,,14,,
清真食堂,一楼,牛掌柜盖码饭窗口,酱汁馋嘴牛肉饭,快点吃,盖码饭（米饭类）,酱汁浓郁、牛肉入味,,16,,
清真食堂,一楼,牛掌柜盖码饭窗口,肉沫茄子饭,快点吃,盖码饭（米饭类）,咸香下饭、茄子软糯,,13,,
清真食堂,一楼,牛掌柜盖码饭窗口,酱香滑鸡饭,快点吃,盖码饭（米饭类）,酱香醇厚、鸡肉滑嫩,,14,,
清真食堂,一楼,牛掌柜盖码饭窗口,红油口水鸡,快点吃,盖码饭（米饭类）,麻辣鲜香、口感爽弹,,15,,
清真食堂,一楼,牛掌柜盖码饭窗口,素手抓饭,不限制,手抓饭（米饭类）,清淡爽口、主食饱腹,,10,,
清真食堂,一楼,牛掌柜盖码饭窗口,果脯手抓饭,不限制,手抓饭（米饭类）,果脯香甜、米饭软糯,,14,,
清真食堂,一楼,牛掌柜盖码饭窗口,鸡腿手抓饭,不限制,手抓饭（米饭类）,鸡腿香嫩、主食扎实,,16,,
清真食堂,一楼,牛掌柜盖码饭窗口,酸菜大块牛肉焖面,不限制,焖面（面食类）,酸菜酸爽、牛肉入味,,16,,
清真食堂,一楼,牛掌柜盖码饭窗口,大块牛肉焖面,不限制,焖面（面食类）,牛肉香嫩、面身筋道,,16,,
清真食堂,一楼,牛掌柜盖码饭窗口,贵妃鸡焖面,不限制,焖面（面食类）,鸡肉软嫩、风味清甜,,14,,
清真食堂,一楼,牛掌柜盖码饭窗口,压锅鸡焖面,不限制,焖面（面食类）,压锅风味浓郁、鸡肉入味,,15,,
清真食堂,一楼,牛掌柜盖码饭窗口,番茄煎蛋焖面,不限制,焖面（面食类）,番茄酸甜、煎蛋香软,,12,,
清真食堂,一楼,牛掌柜盖码饭窗口,秘制鸡扒焖面,不限制,焖面（面食类）,鸡扒酥脆、面味醇厚,,14,,
清真食堂,一楼,牛掌柜盖码饭窗口,酥肉焖面,不限制,焖面（面食类）,酥肉香酥、面身爽滑,,13,,
清真食堂,一楼,牛掌柜盖码饭窗口,香辣鸭腿焖面,不限制,焖面（面食类）,鸭腿软烂、香辣过瘾,,15,,
清真食堂,一楼,清真烧烤窗口,铁板牛排意面,不限制,意面（面食类）,牛排香嫩、意面筋道,,22,,
清真食堂,一楼,清真烧烤窗口,番茄烤肉意面,不限制,意面（面食类）,番茄酸甜、烤肉入味,,16,,
清真食堂,一楼,清真烧烤窗口,蜜汁烤肉意面,不限制,意面（面食类）,蜜汁香甜、风味浓郁,,16,,
清真食堂,一楼,清真烧烤窗口,甜辣烤肉意面,不限制,意面（面食类）,甜辣交织、口感丰富,,16,,
清真食堂,一楼,清真烧烤窗口,沙拉烤肉意面,不限制,意面（面食类）,清爽沙拉、搭配均衡,,16,,
清真食堂,一楼,清真烧烤窗口,黑胡椒酱烤肉意面,不限制,意面（面食类）,黑椒醇香、烤肉鲜嫩,,16,,
清真食堂,一楼,清真烧烤窗口,蜂蜜芥末烤肉意面,不限制,意面（面食类）,芥末微辛、蜂蜜清甜,,16,,
清真食堂,一楼,清真烧烤窗口,沙拉烤肉拌饭,不限制,拌饭（米饭类）,清爽沙拉、拌饭香软,,15,,
清真食堂,一楼,清真烧烤窗口,番茄烤肉拌饭,不限制,拌饭（米饭类）,番茄酸甜、拌饭入味,,15,,
清真食堂,一楼,清真烧烤窗口,蜜汁烤肉拌饭,不限制,拌饭（米饭类）,蜜汁香甜、口感醇厚,,16,,
清真食堂,一楼,清真烧烤窗口,甜辣烤肉拌饭,不限制,拌饭（米饭类）,甜辣爽口、风味浓郁,,16,,
清真食堂,一楼,清真烧烤窗口,黑胡椒酱烤肉拌饭,不限制,拌饭（米饭类）,黑椒醇香、搭配协调,,16,,
清真食堂,一楼,清真烧烤窗口,蜂蜜芥末烤肉拌饭,不限制,拌饭（米饭类）,芥末微辛、蜂蜜清甜,,16,,
清真食堂,一楼,西北面食窗口,骨汤牛肉面,不限制,汤面（面食类）,骨汤鲜香、面身筋道,,10,,
清真食堂,一楼,西北面食窗口,酸菜牛肉面,不限制,汤面（面食类）,酸菜酸爽、牛肉入味,,11,,
清真食堂,一楼,西北面食窗口,红烧牛肉面,不限制,汤面（面食类）,红烧酱香、牛肉软烂,,15,,
清真食堂,一楼,西北面食窗口,麻辣牛肉面,不限制,汤面（面食类）,麻辣过瘾、面味醇厚,,12,,
清真食堂,一楼,西北面食窗口,臊子面,不限制,汤面（面食类）,臊子香浓、口感丰富,,12,,
清真食堂,一楼,西北面食窗口,香菇仔鸡面,不限制,汤面（面食类）,香菇鲜香、仔鸡软嫩,,13,,
清真食堂,一楼,西北面食窗口,干煸炒面,不限制,炒面（面食类）,干香入味、口感劲道,,16,,
清真食堂,一楼,西北面食窗口,西北炒面,不限制,炒面（面食类）,风味地道、咸香适口,,15,,
清真食堂,一楼,西北面食窗口,碎肉拌面,不限制,拌面（面食类）,碎肉鲜香、拌面入味,,16,,
清真食堂,一楼,西北面食窗口,过油肉拌面,不限制,拌面（面食类）,过油肉嫩、拌面爽滑,,18,,
清真食堂,一楼,西北面食窗口,大盘鸡拌面,不限制,拌面（面食类）,大盘鸡香、拌面筋道,,17,,
清真食堂,一楼,西北面食窗口,西红柿鸡蛋拌面,不限制,拌面（面食类）,番茄酸甜、鸡蛋香软,,14,,
